Airline,Source,Destination,Stops,Info,Day,Month,Total Distance,Duration Total,Price
Multiple carriers,DEL,COK,1,,15,5,2201.6,720,13727
Jet Airways,BLR,DEL,1,1.0,18,3,1971.87,1260,11087
Jet Airways,DEL,COK,2,1.0,15,6,2206.24,1080,10368
Jet Airways,BLR,DEL,0,1.0,1,6,1709.71,120,7229
Jet Airways,DEL,COK,1,1.0,15,6,2201.6,1440,10262
IndiGo,BLR,DEL,0,,15,4,1709.71,120,4823
IndiGo,CCU,BLR,0,,24,5,1547.27,120,4804
IndiGo,DEL,COK,1,,6,6,2130.78,300,10112
Jet Airways,BLR,DEL,0,,27,5,1709.71,120,7229
Jet Airways,CCU,BLR,1,,24,5,3022.67,1740,13067
Jet Airways,DEL,COK,1,,3,6,2201.6,840,14714
Air India,DEL,COK,1,,3,6,2077.09,780,8907
Jet Airways,BLR,DEL,0,,9,4,1709.71,120,7229
Multiple carriers,DEL,COK,2,,3,3,2325.49,420,24528
IndiGo,DEL,COK,1,,3,6,2201.6,960,6838
Multiple carriers,DEL,COK,1,1.0,12,6,2201.6,780,10406
Vistara,BOM,HYD,1,,6,3,2404.77,660,12395
Air India,CCU,BLR,1,,6,5,3022.67,1380,10203
IndiGo,BOM,HYD,0,,12,5,623.54,60,4049
Jet Airways,CCU,BLR,1,,9,6,3022.67,1260,13401
Air India,DEL,COK,2,,9,5,2206.24,1140,9968
Jet Airways,BOM,HYD,0,,6,5,623.54,60,8040
Multiple carriers,DEL,COK,1,,27,3,2201.6,600,6427
IndiGo,MAA,CCU,0,,6,5,1387.26,120,5277
Jet Airways,BOM,HYD,0,1.0,1,4,623.54,60,2228
Vistara,BLR,DEL,0,,24,5,1709.71,120,5613
IndiGo,CCU,BLR,1,,12,5,1654.62,240,6669
Vistara,MAA,CCU,0,,15,5,1387.26,120,11982
Jet Airways,CCU,BLR,2,1.0,21,5,2512.92,1440,10118
IndiGo,CCU,BLR,0,,15,3,1547.27,120,4148
Jet Airways,DEL,COK,1,,9,6,2201.6,600,18371
Multiple carriers,DEL,COK,1,,12,6,2201.6,540,13587
Air India,DEL,COK,2,,6,6,2955.43,1560,12760
Jet Airways,DEL,COK,2,1.0,6,6,2206.24,1080,10368
IndiGo,BOM,HYD,0,,1,6,623.54,60,3175
SpiceJet,MAA,CCU,0,,9,5,1387.26,120,3597
Multiple carriers,DEL,COK,1,1.0,27,5,2201.6,840,6733
Multiple carriers,DEL,COK,1,,1,6,2201.6,480,12192
Jet Airways,DEL,COK,2,,27,5,2263.95,1380,15129
Vistara,BLR,DEL,0,,12,5,1709.71,120,4668
Jet Airways,DEL,COK,1,1.0,27,6,2201.6,1140,10262
Jet Airways,DEL,COK,2,,18,5,2206.24,1080,15129
Multiple carriers,DEL,COK,1,,3,6,2084.71,900,7878
Jet Airways,BOM,HYD,0,,18,3,623.54,60,8040
Jet Airways,DEL,COK,1,1.0,9,5,2201.6,600,12373
Air India,DEL,COK,2,,18,5,2955.43,1560,12392
IndiGo,MAA,CCU,0,,18,5,1387.26,120,5277
Multiple carriers,DEL,COK,1,,21,5,2201.6,480,7888
Multiple carriers,DEL,COK,1,,3,6,2201.6,600,9001
IndiGo,BOM,HYD,0,,21,3,623.54,60,4049
IndiGo,MAA,CCU,0,,24,3,1387.26,120,4326
IndiGo,BLR,DEL,0,,9,3,1709.71,120,4777
IndiGo,DEL,COK,1,,21,3,2201.6,540,6838
IndiGo,DEL,COK,1,,6,6,2278.33,300,6582
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,840,10262
Air Asia,BLR,DEL,0,7.0,1,3,1709.71,120,10873
Jet Airways,DEL,COK,1,1.0,27,6,2201.6,600,10262
IndiGo,CCU,BLR,0,,27,3,1547.27,120,4148
IndiGo,DEL,COK,2,,27,3,2292.0699999999997,540,6494
Jet Airways,DEL,COK,1,1.0,21,5,2201.6,1560,12898
Air India,DEL,COK,2,,9,6,2263.95,2280,9968
Jet Airways,DEL,COK,1,1.0,21,5,2201.6,780,12898
Multiple carriers,DEL,COK,1,,24,5,2084.71,420,7740
Air India,CCU,BLR,1,,9,5,2538.47,660,7452
Jet Airways,BOM,HYD,0,1.0,21,3,623.54,60,4160
IndiGo,BLR,DEL,0,,27,5,1709.71,120,4823
Air India,DEL,COK,2,,18,5,2993.1899999999996,480,13486
Jet Airways,BLR,DEL,0,1.0,27,4,1709.71,180,4544
Air India,DEL,COK,2,,21,5,2292.0699999999997,1380,10975
IndiGo,MAA,CCU,0,,3,5,1387.26,120,3858
Jet Airways,DEL,COK,2,,6,5,2206.24,1320,15129
Air India,DEL,COK,2,,15,6,2292.0699999999997,1380,10975
Air Asia,DEL,COK,1,,9,5,2077.09,300,6752
Air Asia,CCU,BLR,0,,18,6,1547.27,120,3807
Air India,DEL,COK,1,,6,3,2278.33,1200,13832
Jet Airways,BLR,DEL,0,1.0,6,4,1709.71,180,4544
Jet Airways,CCU,BLR,1,,6,6,2500.36,780,14571
Vistara,MAA,CCU,0,,24,6,1387.26,120,11982
Jet Airways,BOM,HYD,0,,1,5,623.54,60,8040
Vistara,BLR,DEL,0,,18,3,1709.71,120,11913
Air Asia,CCU,BLR,1,,24,5,1547.97,180,5162
Jet Airways,DEL,COK,2,,15,6,2206.24,1560,13014
Jet Airways,CCU,BLR,1,1.0,18,5,2500.36,420,8586
Multiple carriers,DEL,COK,1,,21,5,2201.6,660,10197
Vistara,CCU,BLR,1,,1,5,3022.67,1620,8610
Air Asia,BLR,DEL,0,,1,6,1709.71,120,7120
Air India,DEL,COK,3,,9,5,2971.24,2280,10703
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,1140,10262
Jet Airways,DEL,COK,2,1.0,27,6,2232.34,780,11507
IndiGo,BLR,DEL,0,,6,6,1709.71,180,3943
Jet Airways,DEL,COK,2,,15,6,2232.34,1620,13292
IndiGo,BLR,DEL,1,,21,3,1740.3,240,7166
Jet Airways,DEL,COK,1,1.0,15,6,2201.6,360,10262
Air Asia,DEL,COK,1,,12,6,2077.09,600,6152
Jet Airways,CCU,BLR,1,1.0,15,5,3022.67,720,10703
Jet Airways,BLR,DEL,0,1.0,21,5,1709.71,180,4030
Multiple carriers,DEL,COK,1,,6,3,2201.6,480,17057
IndiGo,MAA,CCU,0,,18,6,1387.26,120,3850
Jet Airways,CCU,BLR,1,,6,5,2500.36,780,14388
IndiGo,DEL,COK,1,,3,4,2278.33,300,4744
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,1140,10262
Air India,BLR,DEL,0,,3,3,1709.71,120,7591
Air Asia,DEL,COK,1,,27,5,2077.09,840,6152
Jet Airways,BLR,DEL,1,,6,3,1971.87,1440,15025
IndiGo,BOM,HYD,0,,3,3,623.54,60,6795
Air India,CCU,BLR,1,,24,5,3022.67,1560,10623
IndiGo,MAA,CCU,0,,24,5,1387.26,120,3850
Jet Airways,DEL,COK,2,1.0,21,3,2263.95,1380,6643
Jet Airways,CCU,BLR,1,1.0,1,5,2500.36,480,10844
Air India,DEL,COK,2,,27,5,2263.95,1380,10441
Multiple carriers,DEL,COK,1,,27,6,2201.6,480,13377
Air India,DEL,COK,2,,18,5,2335.87,1800,13696
IndiGo,BLR,DEL,0,,3,6,1709.71,120,3943
Air India,DEL,COK,2,,24,6,2263.95,1380,9443
Jet Airways,DEL,COK,2,,1,6,2206.24,1320,13014
Air India,BLR,DEL,2,,24,3,2109.51,1740,8114
SpiceJet,DEL,COK,1,,24,6,2278.33,300,5583
Jet Airways,BLR,DEL,1,,12,3,1971.87,900,13817
Multiple carriers,DEL,COK,1,,27,3,2201.6,360,6953
Multiple carriers,DEL,COK,1,,27,3,2201.6,600,6637
IndiGo,CCU,BLR,0,,3,4,1547.27,120,4174
Air India,DEL,COK,2,,21,3,2292.0699999999997,1380,8140
Jet Airways,BLR,DEL,1,,12,3,1971.87,960,13817
Jet Airways,DEL,COK,1,1.0,6,6,2201.6,600,10262
IndiGo,DEL,COK,1,,18,5,2077.09,240,6496
IndiGo,DEL,COK,1,,15,6,2130.78,300,10112
Air India,DEL,COK,2,,27,5,2292.0699999999997,1200,10467
IndiGo,DEL,COK,1,,1,6,2201.6,840,6206
Air India,CCU,BLR,2,,24,5,2578.2,1800,10151
IndiGo,CCU,BLR,0,,12,6,1547.27,120,4804
GoAir,BLR,DEL,0,,24,3,1709.71,120,5048
Jet Airways,BOM,HYD,0,1.0,6,6,623.54,60,4050
SpiceJet,BLR,DEL,0,2.0,1,6,1709.71,120,3919
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,660,11841
IndiGo,DEL,COK,1,,24,4,2201.6,300,5065
Air India,CCU,BLR,2,,9,5,2578.2,1800,9626
IndiGo,BLR,DEL,0,,27,6,1709.71,120,3419
Air India,CCU,BLR,3,,9,6,4205.65,780,14960
IndiGo,BLR,DEL,0,,9,6,1709.71,180,3943
Multiple carriers,DEL,COK,1,,9,5,2201.6,600,14323
Air India,CCU,BLR,2,,9,6,3097.4700000000003,1200,11752
Multiple carriers,DEL,COK,1,,6,6,2201.6,600,7677
Multiple carriers,DEL,COK,1,,24,5,2201.6,480,14067
Jet Airways,CCU,BLR,1,,1,5,2500.36,720,14781
Jet Airways,CCU,BLR,1,,15,5,3022.67,1260,11467
Jet Airways,DEL,COK,2,,21,5,2895.09,480,16263
Jet Airways,DEL,COK,1,1.0,18,5,2201.6,540,12373
Multiple carriers,DEL,COK,1,,15,6,2201.6,480,7005
IndiGo,DEL,COK,1,,18,5,2077.09,240,7580
Air India,DEL,COK,2,,18,5,2993.1899999999996,1260,10441
Jet Airways,BLR,DEL,0,,18,5,1709.71,180,7229
IndiGo,DEL,COK,1,,9,4,2201.6,840,6093
SpiceJet,CCU,BLR,0,,15,6,1547.27,120,3873
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,360,10262
Jet Airways,CCU,BLR,1,,1,4,2500.36,540,13364
Jet Airways,DEL,COK,1,1.0,15,5,2201.6,600,12373
SpiceJet,BOM,HYD,0,2.0,12,5,623.54,60,1965
Multiple carriers,DEL,COK,1,,6,6,2201.6,480,7005
Air India,BLR,DEL,0,,18,3,1709.71,120,4441
Multiple carriers,DEL,COK,1,,21,3,2201.6,840,11098
IndiGo,DEL,COK,1,,21,5,2201.6,960,7318
Jet Airways,DEL,COK,1,,21,3,2201.6,1260,12767
SpiceJet,CCU,BLR,1,,24,3,2311.75,300,10654
SpiceJet,DEL,COK,1,,9,6,2278.33,360,6297
Multiple carriers,DEL,COK,1,,3,3,2084.71,360,11265
Air India,BOM,HYD,2,,6,3,1385.67,120,11972
Multiple carriers,DEL,COK,1,,9,6,2201.6,780,13587
IndiGo,CCU,BLR,0,,3,6,1547.27,120,4804
Air India,CCU,BLR,2,,1,5,2513.88,480,8366
Air India,CCU,BLR,1,,18,5,2500.36,1320,8366
Air India,CCU,BLR,2,,18,5,3102.9100000000003,780,10697
Jet Airways,DEL,COK,2,,21,5,2206.24,780,15129
IndiGo,MAA,CCU,0,,18,5,1387.26,120,3858
Jet Airways,BLR,DEL,0,,6,4,1709.71,180,7229
IndiGo,DEL,COK,1,,27,4,2201.6,300,6937
Jet Airways,DEL,COK,1,,24,6,2201.6,300,14714
Jet Airways,BLR,DEL,1,1.0,15,3,1971.87,600,9134
Jet Airways,DEL,COK,1,1.0,3,6,2201.6,660,10577
Jet Airways,CCU,BLR,1,,6,5,2500.36,840,14388
Air India,DEL,COK,1,,12,6,2077.09,1080,8991
Air India,DEL,COK,2,,27,5,2335.87,1800,12436
Air India,BLR,DEL,2,,12,3,2079.2200000000003,1560,12515
SpiceJet,DEL,COK,1,,15,6,2278.33,360,5583
Air India,DEL,COK,1,,9,3,2201.6,480,10840
Jet Airways,DEL,COK,2,,27,6,2895.09,1440,14300
SpiceJet,BLR,DEL,0,2.0,18,4,1709.71,120,5515
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,360,10844
Jet Airways,CCU,BLR,1,1.0,24,3,2500.36,960,11134
Air India,BLR,DEL,0,,24,4,1709.71,120,6121
Air India,CCU,BLR,2,,21,5,2578.2,1140,10676
Jet Airways,CCU,BLR,1,,1,5,2500.36,360,14781
Jet Airways,BLR,DEL,0,1.0,6,4,1709.71,180,4544
GoAir,BLR,DEL,0,,6,4,1709.71,120,4632
Jet Airways,DEL,COK,2,,21,3,2263.95,1980,10929
Air Asia,CCU,BLR,0,,21,4,1547.27,120,4409
SpiceJet,CCU,BLR,0,,1,5,1547.27,120,3873
Jet Airways,BLR,DEL,0,1.0,27,5,1709.71,180,4030
Air Asia,CCU,BLR,0,,9,5,1547.27,120,3807
Air India,CCU,BLR,2,,12,5,3728.94,900,12140
SpiceJet,CCU,BLR,0,,6,3,1547.27,120,4096
Jet Airways,DEL,COK,2,,15,6,2895.09,1080,14300
Multiple carriers,DEL,COK,1,1.0,27,6,2201.6,540,6007
IndiGo,CCU,BLR,0,,1,4,1547.27,120,4174
SpiceJet,MAA,CCU,0,,21,6,1387.26,120,3597
Air India,DEL,COK,2,,24,6,2206.24,420,9548
Air India,BLR,DEL,1,,15,3,1971.87,360,8714
Vistara,CCU,BLR,1,,12,6,3022.67,1620,8085
Jet Airways,DEL,COK,2,1.0,3,6,2206.24,480,10368
Air India,DEL,COK,2,,27,6,2292.0699999999997,1560,10975
Multiple carriers,DEL,COK,1,,9,5,2201.6,780,7670
Multiple carriers,DEL,COK,1,,15,5,2201.6,420,8073
Jet Airways,BLR,DEL,1,,12,3,1971.87,660,13817
IndiGo,CCU,BLR,1,,9,4,1662.88,240,3574
Jet Airways,DEL,COK,1,,9,5,2201.6,360,15554
Air India,DEL,COK,1,,27,3,2201.6,1320,6692
SpiceJet,BOM,HYD,0,2.0,15,6,623.54,60,1965
IndiGo,BOM,HYD,0,,24,6,623.54,60,2227
IndiGo,MAA,CCU,0,,9,6,1387.26,120,3597
Jet Airways,DEL,COK,1,,6,6,2201.6,840,14714
SpiceJet,CCU,BLR,0,,9,3,1547.27,120,4622
Jet Airways,DEL,COK,2,,1,5,2206.24,1320,15129
IndiGo,MAA,CCU,0,,15,6,1387.26,120,5277
Multiple carriers,DEL,COK,1,,27,3,2201.6,540,11667
Jet Airways,CCU,BLR,1,1.0,9,6,3022.67,1560,10539
Jet Airways,CCU,BLR,1,,9,5,3022.67,1080,11467
Air India,DEL,COK,1,,12,6,2278.33,960,7480
GoAir,BLR,DEL,0,,24,4,1709.71,120,3419
IndiGo,DEL,COK,1,,27,6,2201.6,840,5684
IndiGo,CCU,BLR,1,,12,6,1874.71,300,6218
Jet Airways,CCU,BLR,1,1.0,12,6,2500.36,480,6959
Vistara,BLR,DEL,0,,12,6,1709.71,120,4878
Air India,CCU,BLR,2,,1,4,3290.72,1320,12219
Jet Airways,CCU,BLR,1,1.0,21,5,3022.67,780,12384
Jet Airways,DEL,COK,0,1.0,15,6,2048.6,180,7202
SpiceJet,CCU,BLR,0,,1,6,1547.27,120,4174
Air India,BOM,HYD,0,,12,5,623.54,60,3100
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,360,7832
Multiple carriers,DEL,COK,1,,9,6,2084.71,420,6723
Air India,CCU,BLR,2,,6,6,3102.9100000000003,1380,10697
SpiceJet,CCU,BLR,0,2.0,1,6,1547.27,120,3841
Air India,CCU,BLR,2,,1,4,3664.88,1140,9920
IndiGo,BLR,DEL,0,,1,3,1709.71,120,12649
IndiGo,DEL,COK,1,,6,6,2201.6,540,6093
Jet Airways,DEL,COK,2,,27,5,2206.24,1320,15129
Jet Airways,BLR,DEL,0,1.0,27,4,1709.71,180,4544
Air India,CCU,BLR,0,,27,3,1547.27,120,5170
IndiGo,BOM,HYD,0,,9,6,623.54,60,2754
Air India,BOM,HYD,0,,12,6,623.54,60,3100
Air India,CCU,BLR,2,,1,4,3664.88,1800,9237
Multiple carriers,DEL,COK,1,,15,6,2201.6,720,7198
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,1500,10262
SpiceJet,DEL,COK,1,,27,3,2278.33,360,5111
Air India,DEL,COK,2,,27,6,2993.1899999999996,1260,10441
Multiple carriers,DEL,COK,1,,1,6,2201.6,600,10261
IndiGo,MAA,CCU,0,,9,3,1387.26,120,6297
Multiple carriers,DEL,COK,1,,15,6,2201.6,900,12192
IndiGo,BLR,DEL,0,,15,6,1709.71,120,3943
Jet Airways,DEL,COK,2,,27,5,2308.95,420,16274
Jet Airways,DEL,COK,1,1.0,21,5,2201.6,300,12898
SpiceJet,BLR,DEL,0,,15,5,1709.71,120,3311
Multiple carriers,DEL,COK,1,,21,5,2201.6,420,9103
IndiGo,CCU,BLR,0,,15,3,1547.27,120,4148
IndiGo,CCU,BLR,0,,9,6,1547.27,120,5224
IndiGo,CCU,BLR,0,,9,5,1547.27,120,4804
IndiGo,MAA,CCU,0,,6,6,1387.26,120,3597
IndiGo,CCU,BLR,0,,27,6,1547.27,120,4804
Jet Airways,BOM,HYD,0,1.0,6,5,623.54,60,4995
SpiceJet,CCU,BLR,0,,9,4,1547.27,120,3873
Jet Airways,DEL,COK,1,1.0,1,6,2201.6,780,10262
Jet Airways,BOM,HYD,0,1.0,18,6,623.54,60,3210
GoAir,DEL,COK,1,,9,6,2084.71,360,6276
Jet Airways,BLR,DEL,1,1.0,9,3,1971.87,600,9134
Jet Airways,BLR,DEL,1,1.0,12,3,1971.87,1080,11087
Jet Airways,CCU,BLR,1,,1,5,2500.36,840,13941
Air India,DEL,COK,0,,3,6,2048.6,120,5201
IndiGo,DEL,COK,1,,24,4,2084.71,660,6171
Air Asia,CCU,BLR,0,,1,3,1547.27,120,5964
Jet Airways,DEL,COK,2,,27,5,2263.95,1380,15129
Jet Airways,DEL,COK,2,1.0,18,5,2206.24,1560,13029
Jet Airways,BLR,DEL,0,1.0,27,5,1709.71,180,4030
GoAir,CCU,BLR,1,,18,5,2842.31,420,10586
Air India,BOM,HYD,2,,6,3,2409.41,1860,17926
Jet Airways,DEL,COK,0,,6,6,2048.6,180,9564
Jet Airways,CCU,BLR,1,,15,5,2538.47,420,8355
Multiple carriers,DEL,COK,1,,6,6,2201.6,900,6795
Air India,DEL,COK,1,,15,5,2077.09,1080,10671
Air India,DEL,COK,2,,27,3,2229.75,1080,10178
Vistara,CCU,BLR,1,,12,6,3022.67,1500,7927
Air India,BOM,HYD,0,,18,5,623.54,60,3100
Air India,DEL,COK,2,,6,3,2263.95,1380,12646
IndiGo,DEL,COK,1,,6,3,2077.09,300,7894
IndiGo,BLR,DEL,0,,24,6,1709.71,120,3943
Multiple carriers,DEL,COK,1,,9,5,2201.6,420,7575
Jet Airways,DEL,COK,2,,6,3,2232.34,2280,16914
Vistara,DEL,COK,0,,24,6,2048.6,180,6216
IndiGo,DEL,COK,1,,21,5,2077.09,300,6147
IndiGo,DEL,COK,1,,15,5,2201.6,480,6979
Air India,DEL,COK,0,,27,5,2048.6,180,6094
Jet Airways,DEL,COK,1,,27,3,2201.6,420,12242
Air India,CCU,BLR,2,,12,6,2578.2,540,9416
Air India,DEL,COK,2,,21,3,2292.0699999999997,1200,7107
Jet Airways,DEL,COK,2,,9,6,2232.34,1260,13292
IndiGo,MAA,CCU,0,,3,3,1387.26,120,7295
IndiGo,BLR,DEL,0,,18,4,1709.71,120,4423
IndiGo,BLR,DEL,0,,24,3,1709.71,120,5694
Jet Airways,BLR,DEL,1,1.0,24,3,1971.87,240,8147
Multiple carriers,DEL,COK,1,,27,5,2201.6,720,13377
Jet Airways,BLR,DEL,1,1.0,6,3,1971.87,600,13502
Jet Airways,DEL,COK,2,1.0,9,3,2308.95,1320,13764
Jet Airways,CCU,BLR,1,,6,6,3022.67,960,12692
IndiGo,CCU,BLR,0,,18,5,1547.27,120,4804
Jet Airways,CCU,BLR,1,1.0,1,4,2500.36,1440,7064
Jet Airways,DEL,COK,1,,24,6,2201.6,300,14924
IndiGo,CCU,BLR,0,,1,3,1547.27,120,6565
Air India,DEL,COK,2,,18,5,2263.95,1560,9863
IndiGo,DEL,COK,1,,6,3,2201.6,300,7725
Air India,DEL,COK,2,,15,5,2993.1899999999996,1260,11281
Jet Airways,BOM,HYD,0,1.0,21,5,623.54,60,3210
Air India,CCU,BLR,1,,1,5,1662.88,540,6117
Jet Airways,DEL,COK,1,1.0,24,6,2201.6,720,10262
IndiGo,BLR,DEL,0,,1,4,1709.71,120,3943
Jet Airways,CCU,BLR,1,,12,6,2500.36,540,12576
Air Asia,DEL,COK,1,,21,4,2077.09,300,7452
Jet Airways,CCU,BLR,1,,1,5,2500.36,540,14781
Air India,CCU,BLR,1,,12,6,1547.97,240,8996
Air India,DEL,COK,1,,6,3,2077.09,1080,11563
IndiGo,BLR,DEL,0,,9,3,1709.71,120,4777
IndiGo,CCU,BLR,0,,9,4,1547.27,120,4174
SpiceJet,CCU,BLR,0,2.0,6,6,1547.27,120,3841
Jet Airways,DEL,COK,2,,24,6,2895.09,600,13775
Air India,DEL,COK,1,,27,3,2278.33,960,5117
Jet Airways,BOM,HYD,0,,15,6,623.54,60,5678
Jet Airways,DEL,COK,1,1.0,1,4,2201.6,300,5177
SpiceJet,DEL,COK,1,,9,5,2077.09,240,5975
IndiGo,BLR,DEL,0,,3,3,1709.71,120,6860
IndiGo,CCU,BLR,0,,18,5,1547.27,120,4804
Multiple carriers,DEL,COK,1,,27,6,2201.6,840,13377
Air India,DEL,COK,1,,21,5,2201.6,540,8372
Multiple carriers,DEL,COK,1,,1,6,2201.6,720,7933
IndiGo,BOM,HYD,0,,15,5,623.54,60,4049
Air India,BLR,DEL,0,,3,3,1709.71,120,11423
Jet Airways,CCU,BLR,1,1.0,15,5,2500.36,1260,10844
Jet Airways,DEL,COK,2,,21,3,2206.24,2520,12819
SpiceJet,BLR,DEL,0,,18,4,1709.71,120,5621
Air India,BLR,DEL,0,,9,5,1709.71,120,5228
Jet Airways,DEL,COK,2,1.0,27,3,2232.34,2280,9254
IndiGo,BOM,HYD,0,,1,5,623.54,60,4392
Jet Airways,BOM,HYD,0,,21,3,623.54,60,8040
Air Asia,BLR,DEL,0,,27,4,1709.71,120,4483
Air India,DEL,COK,2,,3,3,2292.0699999999997,1380,12760
Jet Airways,BLR,DEL,0,,15,5,1709.71,120,7229
Vistara,BLR,DEL,0,,24,4,1709.71,120,5403
Air India,DEL,COK,1,,21,3,2201.6,720,7934
GoAir,CCU,BLR,1,,15,5,2500.36,480,6945
SpiceJet,BLR,DEL,0,,6,4,1709.71,120,4423
Jet Airways,BOM,HYD,0,,15,3,623.54,60,8040
Jet Airways,DEL,COK,1,1.0,9,5,2201.6,660,11399
Jet Airways,DEL,COK,0,1.0,21,4,2048.6,180,7202
Multiple carriers,DEL,COK,1,,9,5,2201.6,540,13727
SpiceJet,DEL,COK,1,,24,6,2077.09,240,4957
Jet Airways,DEL,COK,1,1.0,3,6,2201.6,360,10262
SpiceJet,BOM,HYD,0,,3,4,623.54,60,2017
Jet Airways,DEL,COK,1,,27,3,2201.6,600,12242
Jet Airways,BOM,HYD,0,,1,3,623.54,60,10875
Jet Airways,CCU,BLR,1,1.0,9,6,2500.36,360,10844
Air Asia,CCU,BLR,0,,3,6,1547.27,120,4409
Air India,BLR,DEL,1,,21,3,2415.98,960,6987
Jet Airways,DEL,COK,2,,27,3,2308.95,1320,12074
Multiple carriers,DEL,COK,1,,6,6,2201.6,420,7354
Air India,DEL,COK,2,,3,6,4043.05,1560,13381
Air India,DEL,COK,0,,15,6,2048.6,120,5201
Jet Airways,CCU,BLR,1,1.0,1,5,2500.36,1140,9663
Air India,DEL,COK,0,,9,5,2048.6,180,6094
Jet Airways,DEL,COK,0,1.0,12,5,2048.6,180,7202
Vistara,MAA,CCU,0,,6,6,1387.26,120,11982
Jet Airways,BLR,DEL,1,1.0,21,3,1971.87,540,7832
Air India,MAA,CCU,0,,9,3,1387.26,120,7817
Jet Airways,DEL,COK,1,1.0,18,5,2201.6,360,12373
Jet Airways,CCU,BLR,1,1.0,18,5,2500.36,540,10844
Jet Airways,DEL,COK,2,,9,6,2600.67,1740,13376
Multiple carriers,DEL,COK,1,,27,6,2084.71,360,9646
SpiceJet,CCU,BLR,0,2.0,6,6,1547.27,120,3841
SpiceJet,DEL,COK,1,,21,3,2077.09,360,4957
IndiGo,CCU,BLR,0,,9,3,1547.27,120,4148
Jet Airways,BLR,DEL,1,,1,3,1971.87,360,26890
Jet Airways,DEL,COK,2,1.0,27,3,2263.95,1440,8834
IndiGo,DEL,COK,1,,24,4,2077.09,300,5241
Jet Airways,DEL,COK,0,1.0,27,5,2048.6,180,7989
IndiGo,DEL,COK,1,,12,6,2201.6,840,5883
Air Asia,CCU,BLR,1,,18,5,1547.97,180,6857
SpiceJet,BLR,DEL,1,,15,3,1722.67,480,5822
Jet Airways,DEL,COK,1,1.0,9,6,2201.6,780,10262
Jet Airways,BOM,HYD,0,1.0,12,6,623.54,60,4995
SpiceJet,BLR,DEL,0,,21,4,1709.71,120,4991
Jet Airways,BLR,DEL,1,,6,3,1971.87,900,16736
Jet Airways,DEL,COK,2,,12,6,2335.87,420,18804
IndiGo,DEL,COK,1,,1,6,2084.71,780,6442
Air India,CCU,BLR,0,,18,3,1547.27,120,5170
SpiceJet,BLR,DEL,0,,18,3,1709.71,120,4377
Jet Airways,DEL,COK,0,,9,6,2048.6,180,9564
SpiceJet,BLR,DEL,0,2.0,27,6,1709.71,120,3573
Jet Airways,DEL,COK,1,,6,3,2201.6,1560,17024
Air Asia,BLR,DEL,0,,21,5,1709.71,120,3383
Jet Airways,BLR,DEL,1,,1,3,1971.87,360,27992
Jet Airways,BLR,DEL,0,,12,5,1709.71,180,7229
Jet Airways,BLR,DEL,1,1.0,15,3,1971.87,240,9134
Air India,BOM,HYD,0,,21,6,623.54,60,3100
Multiple carriers,DEL,COK,1,,15,5,2201.6,720,13727
Vistara,CCU,BLR,1,,1,4,3022.67,780,8452
Jet Airways,DEL,COK,1,,3,6,2201.6,540,14714
Jet Airways,BLR,DEL,1,1.0,15,3,2028.8899999999999,360,7280
Air India,BOM,HYD,2,,6,3,1282.1,180,18797
IndiGo,BOM,HYD,0,,3,6,623.54,60,2754
Air Asia,CCU,BLR,0,,3,6,1547.27,120,4409
IndiGo,DEL,COK,0,,27,4,2048.6,180,5021
Jet Airways,BOM,HYD,0,,9,3,623.54,60,8040
Air India,DEL,COK,1,,15,6,2201.6,600,10454
Multiple carriers,DEL,COK,1,,15,5,2201.6,480,10197
Air India,BLR,DEL,0,,12,5,1709.71,120,5228
Jet Airways,DEL,COK,1,,9,6,2201.6,300,14714
Air India,BLR,DEL,0,,15,3,1709.71,120,7276
IndiGo,DEL,COK,1,,27,3,2786.8999999999996,300,7731
Air Asia,CCU,BLR,1,,18,5,1547.97,180,6857
Air India,BLR,DEL,0,,18,6,1709.71,180,6961
Jet Airways,DEL,COK,2,1.0,21,3,2220.7799999999997,1020,7791
IndiGo,BLR,DEL,0,,21,3,1709.71,120,4777
Jet Airways,DEL,COK,1,,9,3,2201.6,540,16289
Jet Airways,CCU,BLR,1,,1,4,2500.36,540,12681
IndiGo,BLR,DEL,0,,27,4,1709.71,120,4823
Jet Airways,DEL,COK,2,,9,6,2206.24,1560,13014
Jet Airways,DEL,COK,1,1.0,6,4,2201.6,660,5406
Multiple carriers,DEL,COK,1,,15,5,2201.6,660,9315
Air India,DEL,COK,1,,9,5,2278.33,1200,7480
Jet Airways,BLR,DEL,1,,18,3,1971.87,300,14815
Air India,CCU,BLR,1,,24,3,3022.67,1140,12173
Air India,BLR,DEL,2,,15,3,3206.37,1020,7664
Air India,DEL,COK,2,,6,6,2955.43,1560,12777
Multiple carriers,DEL,COK,1,,27,5,2201.6,660,8837
Jet Airways,CCU,BLR,1,1.0,1,5,2500.36,720,10844
Jet Airways,CCU,BLR,1,,24,5,2500.36,780,14571
